Area,Months,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Hungary,October,2.060000,0.361000,-0.223000,0.052000,-0.916000,4.194000,2.181000,0.269000,0.509000,-1.044000,-1.172000,-2.204000,-1.214000,-3.149000,-0.254000,1.080000,1.005000,0.058000,-1.256000,0.130000,1.324000,1.265000,-0.122000,1.561000,-0.465000,-0.092000,0.891000,-0.041000,0.687000,0.718000,-0.919000,-0.686000,1.522000,-1.143000,1.576000,0.583000,-2.044000,0.917000,0.644000,3.060000,3.276000,0.017000,-2.044000,2.046000,1.001000,2.412000,-0.290000,1.815000,0.325000,-1.859000,-0.174000,1.156000,2.181000,2.157000,0.264000,-0.639000,1.266000,3.033000,2.864000
Hungary,November,0.805000,0.473000,3.914000,1.121000,-2.249000,-0.544000,0.191000,1.357000,2.263000,1.969000,-0.701000,0.011000,-2.465000,-0.005000,-1.801000,1.389000,0.424000,-2.662000,0.045000,-1.688000,-0.919000,0.285000,-2.947000,0.245000,-1.962000,-0.075000,0.372000,-5.062000,-1.305000,0.694000,0.287000,0.640000,-3.427000,1.105000,-2.583000,2.397000,0.595000,-2.321000,-1.627000,3.812000,-1.844000,2.764000,2.120000,0.613000,-0.817000,2.045000,-1.333000,1.699000,2.067000,3.157000,-1.724000,2.611000,2.163000,2.750000,2.047000,0.435000,0.829000,2.333000,3.958000
Hungary,December,-1.591000,-3.708000,-4.463000,-0.218000,1.179000,0.279000,-1.370000,-2.444000,-3.284000,-0.060000,1.664000,0.237000,-0.795000,2.092000,-0.054000,-0.380000,-1.894000,0.190000,3.009000,-1.156000,-0.905000,2.568000,-0.400000,-0.764000,3.290000,-1.500000,0.910000,0.806000,0.992000,-0.324000,-2.591000,-0.680000,1.894000,1.016000,-0.609000,-2.076000,1.703000,-3.563000,-0.025000,2.370000,-4.318000,-1.001000,0.681000,0.933000,0.063000,2.302000,-0.762000,2.103000,1.006000,-1.604000,2.214000,-0.809000,1.548000,2.444000,2.832000,-0.567000,1.892000,0.765000,2.987000
Republic of Moldova,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.828000,2.697000,5.256000,0.826000,-3.143000,-1.300000,3.479000,2.685000,-0.359000,3.886000,1.392000,0.565000,-0.234000,4.273000,-3.088000,7.037000,1.746000,1.746000,-1.851000,1.294000,1.011000,1.306000,1.946000,2.935000,0.238000,-1.180000,2.662000,1.015000
Republic of Moldova,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.023000,0.613000,0.615000,5.643000,-2.942000,1.898000,4.083000,2.427000,3.276000,2.415000,6.522000,-2.915000,1.568000,-0.968000,-1.473000,2.186000,3.776000,3.114000,0.886000,-1.148000,-5.785000,3.446000,1.345000,2.489000,6.726000,1.456000,0.625000,4.215000
Republic of Moldova,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.492000,-0.592000,2.808000,2.312000,-3.898000,1.186000,0.370000,2.630000,2.040000,3.706000,4.416000,-1.213000,3.264000,-0.375000,0.290000,4.082000,4.576000,1.679000,1.538000,0.980000,1.940000,-0.142000,5.382000,2.838000,4.119000,5.372000,-1.231000,4.773000
Republic of Moldova,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.205000,-1.093000,2.236000,0.245000,-0.536000,-2.846000,2.898000,1.705000,3.303000,1.137000,0.186000,-1.239000,0.749000,0.402000,0.588000,0.168000,1.360000,0.954000,0.986000,0.048000,3.050000,2.433000,1.434000,0.331000,3.485000,0.118000,4.655000,0.708000
Republic of Moldova,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.072000,1.044000,0.843000,-0.939000,3.120000,1.459000,-0.195000,-1.151000,1.216000,-0.401000,1.598000,4.240000,-0.775000,1.473000,-0.267000,2.891000,-0.169000,0.778000,1.622000,0.972000,3.409000,3.437000,1.145000,1.484000,0.373000,0.443000,3.195000,1.668000
Republic of Moldova,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.200000,-0.705000,-0.850000,1.405000,1.019000,0.307000,1.488000,2.777000,0.304000,-1.235000,0.786000,1.166000,-0.459000,-0.799000,-0.039000,2.812000,0.974000,1.614000,1.517000,1.085000,3.138000,1.939000,-0.127000,1.410000,1.979000,1.765000,2.325000,4.335000
Republic of Moldova,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103000,-1.554000,1.719000,1.599000,0.088000,-0.384000,0.683000,2.856000,0.503000,3.506000,3.470000,0.566000,0.344000,0.894000,0.519000,3.357000,0.845000,2.266000,2.543000,1.776000,4.304000,0.495000,1.617000,2.411000,2.038000,1.001000,1.567000,1.032000
Republic of Moldova,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.650000,-0.319000,0.972000,0.320000,-0.054000,-0.773000,0.423000,0.816000,1.723000,2.516000,0.854000,1.536000,0.330000,1.034000,1.260000,2.656000,2.379000,0.848000,4.267000,0.898000,2.513000,1.504000,2.132000,3.070000,2.154000,2.822000,3.381000,2.544000
Republic of Moldova,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.927000,-1.210000,4.064000,-0.394000,-3.035000,-2.428000,-0.069000,1.382000,-1.085000,0.580000,0.472000,-0.317000,-0.082000,1.604000,0.870000,0.240000,-0.902000,1.896000,0.352000,2.364000,2.573000,-1.344000,1.552000,3.756000,2.345000,2.461000,1.973000,2.104000
Republic of Moldova,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166000,0.950000,0.392000,-0.028000,0.231000,-1.763000,0.477000,0.358000,0.581000,1.616000,-0.145000,-0.703000,1.393000,0.370000,1.266000,0.896000,1.902000,1.404000,-2.218000,-0.845000,2.770000,0.495000,-0.501000,-0.390000,-1.652000,0.852000,2.941000,2.313000
Republic of Moldova,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238000,-6.639000,-1.140000,-3.847000,3.690000,0.198000,-3.946000,-1.744000,3.645000,-1.007000,1.854000,1.069000,0.897000,-0.267000,1.338000,-1.632000,0.937000,1.953000,5.727000,-1.793000,1.736000,3.717000,-0.554000,2.317000,-0.763000,1.131000,-1.653000,3.800000
Republic of Moldova,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.873000,2.036000,-0.471000,-3.332000,-1.575000,-0.623000,-4.378000,1.724000,2.726000,-5.081000,-6.170000,0.701000,2.231000,1.619000,3.026000,0.031000,2.022000,-0.362000,-1.167000,3.028000,-2.378000,0.646000,0.456000,3.109000,-0.228000,3.764000,-0.331000,4.163000
Romania,January,-0.164000,1.810000,-6.143000,-3.927000,1.700000,-0.927000,-2.482000,-1.314000,-3.417000,1.203000,2.606000,-0.249000,0.016000,0.162000,3.272000,1.073000,1.323000,0.546000,0.013000,-2.389000,-0.802000,-0.616000,3.956000,2.741000,-3.800000,2.345000,-2.706000,3.726000,2.185000,1.113000,2.254000,1.022000,1.463000,4.497000,0.349000,-0.683000,0.381000,3.317000,2.357000,-1.540000,3.564000,1.063000,0.872000,-0.729000,2.754000,-1.808000,6.631000,1.368000,1.514000,-0.305000,1.081000,1.134000,1.764000,3.608000,2.896000,0.546000,-2.680000,3.590000,1.186000
Romania,February,1.070000,-1.159000,-1.901000,-2.025000,-4.452000,5.110000,-0.914000,2.209000,-0.981000,0.141000,1.154000,1.462000,2.128000,3.460000,-0.300000,-3.048000,4.820000,-0.124000,0.406000,-0.024000,0.092000,-2.145000,-0.247000,-0.597000,-6.913000,-2.744000,-0.098000,1.504000,3.472000,4.494000,-2.113000,0.468000,-1.882000,1.457000,4.982000,-2.526000,1.505000,3.365000,0.670000,2.204000,2.368000,5.825000,-4.132000,1.078000,-2.273000,-0.819000,3.524000,3.012000,1.606000,1.086000,-0.809000,-5.220000,2.789000,3.190000,1.568000,6.388000,2.201000,0.826000,3.258000
Romania,March,2.669000,-1.974000,-2.377000,-1.807000,0.186000,1.057000,1.348000,0.339000,-2.674000,0.548000,-1.293000,1.710000,-1.161000,1.708000,3.458000,-1.884000,2.835000,1.715000,2.632000,-0.908000,2.623000,-0.166000,2.362000,-1.097000,-1.226000,-0.062000,-4.939000,0.355000,3.565000,4.757000,1.616000,1.304000,-1.223000,3.031000,1.312000,-4.027000,-0.045000,-0.920000,1.935000,1.115000,4.101000,3.482000,-0.979000,1.762000,-1.097000,0.156000,3.405000,3.146000,1.078000,1.162000,0.865000,1.742000,0.066000,4.336000,1.706000,2.814000,4.436000,-0.213000,3.932000
Romania,April,2.689000,0.956000,-0.157000,0.437000,-2.376000,2.124000,0.060000,2.602000,-1.148000,1.067000,-0.020000,2.413000,-0.066000,-1.882000,0.735000,0.701000,-0.708000,-0.513000,-0.984000,-1.605000,-1.139000,-2.027000,2.432000,-1.093000,0.952000,2.452000,-1.150000,-0.985000,3.000000,0.518000,-0.738000,0.597000,-0.586000,1.617000,-0.070000,-0.297000,-3.536000,2.395000,1.421000,3.190000,0.475000,0.022000,-1.049000,1.046000,0.389000,1.402000,0.842000,1.424000,2.117000,0.949000,0.418000,2.425000,2.365000,1.379000,0.035000,3.148000,0.010000,5.036000,1.254000
Romania,May,-1.394000,0.627000,1.116000,-1.338000,-1.060000,0.057000,0.619000,2.509000,2.325000,-1.381000,1.531000,0.469000,0.493000,-1.286000,1.572000,-0.686000,0.263000,-1.537000,1.206000,-1.925000,-0.699000,1.030000,2.004000,0.549000,2.023000,1.705000,-1.176000,0.308000,-0.532000,0.143000,-2.267000,-0.691000,1.488000,0.967000,-0.563000,2.692000,1.261000,-0.136000,-0.260000,1.711000,0.757000,2.162000,4.049000,-0.730000,1.109000,0.311000,2.664000,0.773000,1.356000,1.213000,0.612000,1.839000,2.640000,0.447000,1.624000,0.174000,0.828000,3.490000,0.421000
Romania,June,0.756000,-0.994000,0.616000,2.313000,0.100000,-1.302000,-0.945000,0.840000,-0.718000,-0.254000,-0.671000,1.084000,-0.731000,-1.455000,0.506000,-1.700000,-0.539000,-0.835000,1.942000,-0.819000,1.401000,0.266000,-0.649000,-1.553000,-1.434000,0.159000,0.506000,-0.401000,-1.255000,-0.302000,0.259000,0.188000,0.286000,0.069000,0.831000,1.287000,0.602000,1.354000,1.817000,1.111000,-0.853000,1.503000,2.503000,0.069000,-0.639000,0.275000,2.755000,1.556000,1.106000,1.133000,1.159000,2.869000,1.452000,0.084000,1.107000,2.283000,2.211000,2.061000,3.712000
Romania,July,-0.544000,-0.665000,1.533000,-0.102000,0.053000,0.275000,0.848000,-0.546000,-1.390000,0.504000,-0.952000,0.962000,-0.076000,-1.118000,0.158000,-0.433000,-0.328000,-1.438000,-1.909000,-0.761000,-0.683000,-0.832000,0.661000,-1.771000,-0.400000,-0.836000,2.169000,2.189000,-0.155000,0.260000,0.952000,0.231000,-0.429000,1.832000,1.876000,-0.165000,-0.325000,0.951000,2.024000,1.007000,2.167000,2.856000,1.219000,0.695000,0.714000,1.328000,3.146000,0.796000,1.909000,1.929000,1.381000,4.372000,1.020000,1.248000,2.766000,1.941000,1.553000,1.429000,1.167000
Romania,August,-0.058000,1.716000,1.941000,-1.180000,-1.758000,0.427000,0.681000,-1.251000,-0.035000,-0.388000,0.890000,-0.316000,-0.833000,0.811000,-0.441000,-3.161000,-0.627000,-1.604000,-0.934000,-1.082000,-0.580000,0.260000,-0.440000,-1.236000,0.787000,1.404000,-1.427000,1.055000,0.727000,0.472000,-0.386000,3.806000,0.823000,1.615000,0.157000,0.276000,-0.611000,1.050000,0.968000,2.103000,2.410000,0.615000,2.620000,0.557000,0.427000,0.649000,2.352000,2.340000,1.601000,2.976000,1.652000,2.830000,2.347000,1.476000,3.019000,1.504000,3.041000,3.264000,2.972000
Romania,September,0.497000,-0.093000,1.667000,-0.580000,1.297000,-0.241000,1.532000,0.228000,0.261000,-0.599000,-2.039000,-2.192000,0.898000,0.835000,1.979000,-1.082000,-1.918000,-1.627000,0.729000,-1.142000,0.550000,2.740000,0.602000,1.310000,-0.619000,0.686000,2.178000,0.201000,-0.372000,-1.184000,0.351000,-0.498000,-0.418000,4.253000,-0.660000,-2.770000,-1.594000,-0.715000,1.617000,-0.495000,0.115000,-0.122000,-0.269000,-0.086000,1.054000,0.994000,-0.651000,-0.613000,1.680000,0.175000,3.210000,2.930000,-0.839000,1.064000,2.871000,2.086000,1.498000,1.799000,1.903000
Romania,October,0.875000,0.510000,0.067000,1.408000,-1.012000,4.171000,2.179000,-0.521000,-0.309000,-1.581000,-1.585000,-2.390000,-0.494000,-0.027000,-0.259000,-0.222000,-0.198000,-0.074000,-1.716000,1.125000,1.888000,1.061000,-0.505000,2.351000,-1.141000,-0.797000,-0.708000,-1.145000,0.294000,0.725000,0.014000,0.690000,2.018000,-0.074000,0.441000,0.151000,-2.259000,0.989000,0.457000,1.239000,2.353000,0.176000,-1.341000,1.868000,0.334000,1.730000,0.357000,1.700000,0.918000,-2.149000,-0.823000,2.472000,1.118000,0.672000,-0.023000,-1.124000,0.821000,2.816000,2.708000
Romania,November,1.710000,2.447000,3.306000,0.390000,-1.745000,0.432000,0.746000,1.207000,2.800000,1.191000,-0.575000,0.145000,-2.983000,-1.095000,-2.425000,0.888000,1.361000,-1.765000,0.346000,-0.833000,-1.944000,-0.747000,-3.323000,-0.524000,-1.306000,-1.270000,0.538000,-5.637000,-1.747000,1.778000,0.046000,0.404000,-4.857000,-0.492000,-3.848000,2.400000,0.237000,-2.814000,-1.272000,3.479000,-1.628000,1.922000,1.323000,0.772000,-0.981000,0.912000,-1.947000,0.954000,1.988000,4.476000,-2.541000,1.923000,2.865000,0.592000,2.287000,-0.429000,0.881000,0.599000,4.379000
Romania,December,-1.133000,-3.256000,-3.103000,1.019000,1.460000,-0.242000,-1.112000,-1.858000,-1.213000,0.507000,1.296000,0.012000,-1.380000,1.277000,-0.324000,-0.022000,-2.835000,-0.011000,2.577000,-0.292000,0.349000,3.007000,-0.812000,-1.274000,2.126000,-1.953000,-0.116000,-0.198000,0.421000,0.423000,-3.182000,-1.726000,1.915000,0.079000,-1.430000,-0.701000,0.597000,-4.387000,0.805000,2.416000,-5.084000,-3.285000,0.151000,1.557000,0.857000,1.973000,-0.873000,1.976000,0.822000,-0.749000,2.107000,-1.588000,0.118000,1.313000,2.728000,-1.361000,2.674000,-0.100000,3.057000
Serbia,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.945000,5.894000,1.905000,0.622000,0.807000,1.282000,0.853000,2.618000,4.585000,2.647000,1.302000,-3.584000,4.155000,0.314000
Serbia,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.712000,3.960000,2.687000,0.142000,0.777000,-0.580000,-5.319000,2.059000,4.275000,0.964000,5.999000,2.835000,0.589000,2.558000
Serbia,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069000,2.982000,2.318000,0.706000,1.176000,0.671000,2.148000,0.396000,3.641000,0.938000,2.081000,4.249000,0.351000,3.787000
Serbia,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.658000,1.622000,1.388000,2.609000,1.188000,1.191000,1.640000,2.184000,1.341000,0.198000,3.374000,0.349000,5.402000,1.852000
Serbia,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639000,2.330000,1.487000,2.093000,0.993000,0.413000,0.675000,1.972000,0.013000,1.973000,0.042000,1.258000,3.605000,-0.928000
Serbia,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188000,2.748000,1.948000,0.668000,0.952000,1.260000,3.108000,0.778000,0.434000,0.972000,2.137000,2.873000,1.661000,3.334000
Serbia,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.566000,3.308000,1.067000,1.660000,1.834000,1.464000,4.298000,1.294000,0.752000,3.740000,2.033000,2.597000,1.334000,1.623000
Serbia,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098000,2.509000,2.217000,1.992000,2.249000,2.284000,3.236000,2.880000,1.075000,3.262000,0.876000,3.483000,2.938000,3.317000
Serbia,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005000,-1.254000,-0.753000,1.857000,0.048000,3.843000,3.045000,-0.260000,0.272000,2.462000,1.374000,0.864000,1.829000,1.997000
Serbia,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.149000,-0.333000,1.842000,0.383000,-1.683000,-0.604000,2.389000,2.095000,1.186000,0.518000,-0.432000,0.990000,2.911000,3.222000
Serbia,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525000,-2.229000,1.371000,1.966000,4.087000,-2.284000,2.671000,2.294000,1.793000,2.095000,0.152000,0.579000,1.571000,4.404000
Serbia,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275000,-1.311000,1.815000,1.783000,0.094000,1.769000,-1.081000,0.262000,1.532000,1.720000,-1.080000,1.855000,0.000000,2.424000
Ukraine,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.693000,3.114000,5.738000,1.849000,-2.831000,-0.729000,3.400000,3.828000,0.633000,4.839000,1.967000,1.537000,2.093000,4.994000,-3.060000,7.307000,1.353000,1.553000,-1.984000,1.496000,1.459000,2.325000,1.552000,4.050000,0.397000,0.069000,3.220000,1.732000
Ukraine,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.539000,1.369000,-0.801000,6.081000,-1.961000,2.160000,3.573000,3.097000,3.910000,2.319000,7.072000,-2.889000,2.278000,-0.368000,-2.001000,1.677000,3.998000,3.495000,1.545000,-1.652000,-5.516000,4.143000,3.363000,3.363000,6.846000,1.917000,1.034000,4.692000
Ukraine,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.252000,0.324000,1.473000,3.212000,-2.978000,1.163000,0.946000,3.431000,2.000000,3.441000,4.894000,-0.701000,3.767000,-1.311000,0.257000,4.802000,4.859000,2.166000,1.393000,0.706000,1.180000,-0.180000,5.760000,3.966000,4.328000,5.680000,-1.031000,4.518000
Ukraine,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.743000,-0.695000,2.320000,0.535000,-0.005000,-2.526000,2.242000,2.439000,4.237000,2.055000,0.527000,-1.433000,0.651000,1.035000,0.587000,-0.141000,2.109000,0.779000,1.203000,0.427000,3.504000,1.943000,1.483000,0.310000,3.441000,0.481000,4.167000,1.429000
Ukraine,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.237000,1.060000,-0.571000,-0.133000,3.289000,1.023000,0.213000,-1.947000,0.180000,-0.653000,1.385000,3.895000,-1.102000,1.653000,-0.502000,2.941000,-0.470000,-0.003000,2.018000,1.139000,3.501000,3.890000,2.222000,0.948000,0.719000,0.013000,3.395000,1.882000
Ukraine,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021000,-1.399000,-1.575000,1.782000,0.251000,0.318000,1.719000,3.009000,-0.395000,-1.320000,0.509000,-0.189000,-1.115000,-0.836000,0.340000,2.042000,0.379000,1.770000,2.486000,1.547000,2.290000,2.387000,-0.177000,1.299000,1.790000,1.085000,1.935000,4.269000
Ukraine,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.275000,-1.506000,1.060000,0.917000,0.329000,-0.367000,0.789000,2.997000,0.200000,3.933000,3.719000,0.633000,-0.033000,0.591000,0.255000,2.263000,0.911000,1.957000,3.547000,2.209000,3.571000,0.711000,1.923000,1.467000,2.005000,0.741000,1.916000,0.340000
Ukraine,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.980000,-0.754000,0.557000,0.197000,0.139000,-0.392000,-0.019000,0.413000,1.287000,1.951000,1.032000,0.803000,0.708000,1.230000,1.666000,3.213000,2.254000,-0.033000,4.506000,0.791000,2.001000,1.502000,2.154000,2.496000,2.423000,3.206000,2.981000,1.712000
